Wavelength    Read Noise      Sky           Dark          A_Eff        BEF           Disp_Width    XDisp_Width
(Angstroms) (Cnt/Exposure) (Cnt/s/res)   (Cnt/s/res)      (cm^2)  (Erg/cm^2/s/res)   (N_resels)     (N_resels)
2404.6685         36.00      1.97e-08      1.39e-06    166084.7      7.01e-23         1.28         1.00
2404.7380         36.00      1.97e-08      1.39e-06    166098.8      7.01e-23         1.28         1.00
2404.8076         36.00      1.97e-08      1.39e-06    166113.0      7.01e-23         1.28         1.00
2404.8770         36.00      1.97e-08      1.39e-06    166127.0      7.01e-23         1.28         1.00
2404.9465         36.00      1.97e-08      1.39e-06    166141.1      7.01e-23         1.28         1.00
2405.0161         36.00      1.97e-08      1.39e-06    166155.2      7.01e-23         1.28         1.00
2405.0857         36.00      1.97e-08      1.39e-06    166169.3      7.01e-23         1.28         1.00
2405.1550         36.00      1.97e-08      1.39e-06    166183.3      7.01e-23         1.28         1.00
2405.2246         36.00      1.97e-08      1.39e-06    166197.4      7.00e-23         1.28         1.00
2405.2942         36.00      1.97e-08      1.39e-06    166211.4      7.00e-23         1.28         1.00
2405.3638         36.00      1.97e-08      1.39e-06    166225.5      7.00e-23         1.28         1.00
2405.4331         36.00      1.97e-08      1.39e-06    166239.5      7.00e-23         1.28         1.00
2405.5027         36.00      1.97e-08      1.39e-06    166253.5      7.00e-23         1.28         1.00
2405.5723         36.00      1.97e-08      1.39e-06    166267.6      7.00e-23         1.28         1.00
2405.6418         36.00      1.97e-08      1.39e-06    166281.7      7.00e-23         1.28         1.00
2405.7112         36.00      1.97e-08      1.39e-06    166295.7      7.00e-23         1.28         1.00
2405.7808         36.00      1.97e-08      1.39e-06    166309.7      7.00e-23         1.28         1.00
2405.8503         36.00      1.97e-08      1.39e-06    166323.8      7.00e-23         1.28         1.00
2405.9199         36.00      1.97e-08      1.39e-06    166337.8      7.00e-23         1.28         1.00
2405.9893         36.00      1.98e-08      1.39e-06    166351.8      7.00e-23         1.28         1.00
2406.0588         36.00      1.98e-08      1.39e-06    166365.9      7.00e-23         1.28         1.00
2406.1284         36.00      1.98e-08      1.39e-06    166379.9      6.99e-23         1.28         1.00
2406.1980         36.00      1.98e-08      1.39e-06    166394.0      6.99e-23         1.28         1.00
2406.2673         36.00      1.98e-08      1.39e-06    166408.0      6.99e-23         1.28         1.00
2406.3369         36.00      1.98e-08      1.39e-06    166422.1      6.99e-23         1.28         1.00
2406.4065         36.00      1.98e-08      1.39e-06    166436.1      6.99e-23         1.28         1.00
2406.4761         36.00      1.98e-08      1.39e-06    166450.2      6.99e-23         1.28         1.00
2406.5454         36.00      1.98e-08      1.39e-06    166464.2      6.99e-23         1.28         1.00
2406.6150         36.00      1.98e-08      1.39e-06    166478.2      6.99e-23         1.28         1.00
2406.6846         36.00      1.98e-08      1.39e-06    166492.3      6.99e-23         1.28         1.00
2406.7542         36.00      1.98e-08      1.39e-06    166506.3      6.99e-23         1.28         1.00
2406.8235         36.00      1.98e-08      1.39e-06    166520.3      6.99e-23         1.28         1.00
2406.8931         36.00      1.98e-08      1.39e-06    166534.4      6.99e-23         1.28         1.00
2406.9626         36.00      1.99e-08      1.39e-06    166548.5      6.99e-23         1.28         1.00
2407.0322         36.00      1.99e-08      1.39e-06    166562.5      6.98e-23         1.28         1.00
2407.1016         36.00      1.99e-08      1.39e-06    166576.4      6.98e-23         1.28         1.00
2407.1711         36.00      1.99e-08      1.39e-06    166590.4      6.98e-23         1.28         1.00
2407.2407         36.00      1.99e-08      1.39e-06    166604.4      6.98e-23         1.28         1.00
2407.3101         36.00      1.99e-08      1.39e-06    166618.3      6.98e-23         1.28         1.00
2407.3796         36.00      1.99e-08      1.39e-06    166632.3      6.98e-23         1.28         1.00
2407.4492         36.00      1.99e-08      1.39e-06    166646.3      6.98e-23         1.28         1.00
2407.5188         36.00      1.99e-08      1.39e-06    166660.3      6.98e-23         1.28         1.00
2407.5884         36.00      1.99e-08      1.39e-06    166674.3      6.98e-23         1.28         1.00
2407.6577         36.00      2.00e-08      1.39e-06    166688.2      6.98e-23         1.28         1.00
2407.7273         36.00      2.00e-08      1.39e-06    166702.2      6.98e-23         1.28         1.00
2407.7969         36.00      2.00e-08      1.39e-06    166716.2      6.98e-23         1.28         1.00
2407.8662         36.00      2.00e-08      1.39e-06    166730.1      6.98e-23         1.28         1.00
2407.9358         36.00      2.00e-08      1.39e-06    166744.1      6.98e-23         1.28         1.00
2408.0054         36.00      2.00e-08      1.39e-06    166758.1      6.97e-23         1.27         1.00
2408.0750         36.00      2.00e-08      1.39e-06    166772.1      6.97e-23         1.27         1.00
2408.1445         36.00      2.01e-08      1.39e-06    166786.0      6.97e-23         1.27         1.00
2408.2139         36.00      2.01e-08      1.39e-06    166800.0      6.97e-23         1.27         1.00
2408.2834         36.00      2.01e-08      1.39e-06    166814.0      6.97e-23         1.27         1.00
2408.3530         36.00      2.01e-08      1.39e-06    166828.0      6.97e-23         1.27         1.00
2408.4224         36.00      2.02e-08      1.39e-06    166841.9      6.97e-23         1.27         1.00
2408.4919         36.00      2.02e-08      1.39e-06    166855.9      6.97e-23         1.27         1.00
2408.5615         36.00      2.02e-08      1.39e-06    166869.9      6.97e-23         1.27         1.00
2408.6311         36.00      2.02e-08      1.39e-06    166883.9      6.97e-23         1.27         1.00
2408.7007         36.00      2.03e-08      1.39e-06    166897.8      6.97e-23         1.27         1.00
2408.7700         36.00      2.03e-08      1.39e-06    166911.8      6.97e-23         1.27         1.00
2408.8396         36.00      2.03e-08      1.39e-06    166925.8      6.97e-23         1.27         1.00
2408.9092         36.00      2.03e-08      1.39e-06    166939.8      6.97e-23         1.27         1.00
2408.9785         36.00      2.04e-08      1.39e-06    166953.7      6.97e-23         1.27         1.00
2409.0481         36.00      2.04e-08      1.39e-06    166967.7      6.96e-23         1.27         1.00
2409.1177         36.00      2.04e-08      1.39e-06    166981.7      6.96e-23         1.27         1.00
2409.1873         36.00      2.04e-08      1.39e-06    166995.6      6.96e-23         1.27         1.00
2409.2568         36.00      2.05e-08      1.39e-06    167009.6      6.96e-23         1.27         1.00
2409.3262         36.00      2.05e-08      1.39e-06    167023.6      6.96e-23         1.27         1.00
2409.3958         36.00      2.05e-08      1.39e-06    167037.5      6.96e-23         1.27         1.00
2409.4653         36.00      2.05e-08      1.39e-06    167051.5      6.96e-23         1.27         1.00
2409.5347         36.00      2.06e-08      1.39e-06    167065.5      6.96e-23         1.27         1.00
2409.6042         36.00      2.06e-08      1.39e-06    167079.5      6.96e-23         1.27         1.00
2409.6738         36.00      2.06e-08      1.39e-06    167093.4      6.96e-23         1.27         1.00
2409.7434         36.00      2.07e-08      1.39e-06    167107.4      6.96e-23         1.27         1.00
2409.8130         36.00      2.07e-08      1.39e-06    167121.4      6.96e-23         1.27         1.00
2409.8823         36.00      2.08e-08      1.39e-06    167135.3      6.96e-23         1.27         1.00
2409.9519         36.00      2.08e-08      1.39e-06    167149.3      6.96e-23         1.27         1.00
2410.0215         36.00      2.09e-08      1.39e-06    167163.7      6.96e-23         1.27         1.00
2410.0908         36.00      2.09e-08      1.39e-06    167178.7      6.96e-23         1.27         1.00
2410.1604         36.00      2.09e-08      1.39e-06    167193.8      6.95e-23         1.27         1.00
2410.2300         36.00      2.10e-08      1.39e-06    167208.9      6.95e-23         1.27         1.00
2410.2996         36.00      2.10e-08      1.39e-06    167224.0      6.95e-23         1.27         1.00
2410.3691         36.00      2.11e-08      1.39e-06    167239.1      6.95e-23         1.27         1.00
2410.4385         36.00      2.11e-08      1.39e-06    167254.2      6.95e-23         1.27         1.00
2410.5081         36.00      2.12e-08      1.39e-06    167269.2      6.95e-23         1.27         1.00
2410.5776         36.00      2.12e-08      1.39e-06    167284.3      6.95e-23         1.27         1.00
2410.6470         36.00      2.13e-08      1.39e-06    167299.4      6.95e-23         1.27         1.00
2410.7166         36.00      2.13e-08      1.39e-06    167314.5      6.95e-23         1.27         1.00
2410.7861         36.00      2.13e-08      1.39e-06    167329.6      6.95e-23         1.27         1.00
2410.8557         36.00      2.14e-08      1.39e-06    167344.7      6.95e-23         1.27         1.00
2410.9253         36.00      2.14e-08      1.39e-06    167359.8      6.95e-23         1.27         1.00
2410.9946         36.00      2.15e-08      1.39e-06    167374.8      6.95e-23         1.27         1.00
2411.0642         36.00      2.15e-08      1.39e-06    167389.9      6.95e-23         1.27         1.00
2411.1338         36.00      2.16e-08      1.39e-06    167404.9      6.95e-23         1.27         1.00
2411.2031         36.00      2.16e-08      1.39e-06    167419.9      6.95e-23         1.27         1.00
2411.2727         36.00      2.17e-08      1.39e-06    167434.9      6.94e-23         1.27         1.00
2411.3423         36.00      2.17e-08      1.39e-06    167449.9      6.94e-23         1.27         1.00
2411.4119         36.00      2.18e-08      1.39e-06    167465.0      6.94e-23         1.27         1.00
2411.4814         36.00      2.19e-08      1.39e-06    167480.0      6.94e-23         1.27         1.00
2411.5508         36.00      2.19e-08      1.39e-06    167495.0      6.94e-23         1.27         1.00
2411.6204         36.00      2.20e-08      1.39e-06    167510.0      6.94e-23         1.27         1.00
2411.6899         36.00      2.21e-08      1.39e-06    167525.0      6.94e-23         1.27         1.00
2411.7593         36.00      2.21e-08      1.39e-06    167540.0      6.94e-23         1.27         1.00
2411.8289         36.00      2.22e-08      1.39e-06    167555.0      6.94e-23         1.27         1.00
2411.8984         36.00      2.23e-08      1.39e-06    167570.1      6.94e-23         1.27         1.00
2411.9680         36.00      2.23e-08      1.39e-06    167585.1      6.94e-23         1.27         1.00
2412.0376         36.00      2.24e-08      1.39e-06    167600.2      6.94e-23         1.27         1.00
2412.1069         36.00      2.24e-08      1.39e-06    167615.2      6.94e-23         1.27         1.00
2412.1765         36.00      2.25e-08      1.39e-06    167630.3      6.94e-23         1.27         1.00
2412.2461         36.00      2.26e-08      1.39e-06    167645.4      6.94e-23         1.27         1.00
2412.3154         36.00      2.26e-08      1.39e-06    167660.5      6.94e-23         1.27         1.00
2412.3850         36.00      2.27e-08      1.39e-06    167675.5      6.94e-23         1.27         1.00
2412.4546         36.00      2.28e-08      1.39e-06    167690.6      6.94e-23         1.27         1.00
2412.5242         36.00      2.28e-08      1.39e-06    167705.8      6.94e-23         1.27         1.00
2412.5938         36.00      2.29e-08      1.39e-06    167720.8      6.94e-23         1.27         1.00
2412.6631         36.00      2.30e-08      1.39e-06    167735.9      6.93e-23         1.27         1.00
2412.7327         36.00      2.30e-08      1.39e-06    167751.0      6.93e-23         1.27         1.00
2412.8022         36.00      2.31e-08      1.39e-06    167766.1      6.93e-23         1.27         1.00
2412.8716         36.00      2.32e-08      1.39e-06    167781.1      6.93e-23         1.27         1.00
2412.9412         36.00      2.32e-08      1.39e-06    167796.2      6.93e-23         1.27         1.00
2413.0107         36.00      2.33e-08      1.39e-06    167811.3      6.93e-23         1.27         1.00
2413.0803         36.00      2.34e-08      1.39e-06    167826.4      6.93e-23         1.27         1.00
2413.1499         36.00      2.35e-08      1.39e-06    167841.5      6.93e-23         1.27         1.00
2413.2192         36.00      2.35e-08      1.39e-06    167856.6      6.93e-23         1.27         1.00
2413.2888         36.00      2.36e-08      1.39e-06    167871.7      6.93e-23         1.27         1.00
2413.3584         36.00      2.37e-08      1.39e-06    167886.8      6.93e-23         1.27         1.00
2413.4277         36.00      2.38e-08      1.39e-06    167901.8      6.93e-23         1.27         1.00
2413.4973         36.00      2.38e-08      1.39e-06    167916.9      6.93e-23         1.27         1.00
2413.5669         36.00      2.39e-08      1.39e-06    167932.0      6.93e-23         1.27         1.00
2413.6365         36.00      2.40e-08      1.39e-06    167947.1      6.93e-23         1.27         1.00
2413.7061         36.00      2.40e-08      1.39e-06    167962.2      6.93e-23         1.27         1.00
2413.7754         36.00      2.41e-08      1.39e-06    167977.3      6.93e-23         1.27         1.00
2413.8450         36.00      2.42e-08      1.39e-06    167992.4      6.93e-23         1.27         1.00
2413.9146         36.00      2.43e-08      1.39e-06    168007.5      6.93e-23         1.27         1.00
2413.9839         36.00      2.43e-08      1.39e-06    168022.5      6.93e-23         1.27         1.00
2414.0535         36.00      2.44e-08      1.39e-06    168037.6      6.93e-23         1.27         1.00
2414.1230         36.00      2.45e-08      1.39e-06    168052.7      6.93e-23         1.27         1.00
2414.1926         36.00      2.46e-08      1.39e-06    168067.8      6.92e-23         1.27         1.00
2414.2620         36.00      2.46e-08      1.39e-06    168082.8      6.92e-23         1.27         1.00
2414.3315         36.00      2.47e-08      1.39e-06    168097.9      6.92e-23         1.27         1.00
2414.4011         36.00      2.48e-08      1.39e-06    168113.0      6.92e-23         1.27         1.00
2414.4707         36.00      2.48e-08      1.39e-06    168128.1      6.92e-23         1.27         1.00
2414.5400         36.00      2.49e-08      1.39e-06    168143.2      6.92e-23         1.27         1.00
2414.6096         36.00      2.50e-08      1.39e-06    168158.3      6.92e-23         1.27         1.00
2414.6792         36.00      2.51e-08      1.39e-06    168173.4      6.92e-23         1.27         1.00
2414.7488         36.00      2.51e-08      1.39e-06    168188.5      6.92e-23         1.27         1.00
2414.8181         36.00      2.52e-08      1.39e-06    168203.5      6.92e-23         1.27         1.00
2414.8877         36.00      2.53e-08      1.39e-06    168218.6      6.92e-23         1.27         1.00
2414.9573         36.00      2.54e-08      1.39e-06    168233.7      6.92e-23         1.27         1.00
2415.0269         36.00      2.54e-08      1.39e-06    168248.8      6.92e-23         1.27         1.00
2415.0962         36.00      2.55e-08      1.39e-06    168263.9      6.92e-23         1.27         1.00
2415.1658         36.00      2.56e-08      1.39e-06    168279.0      6.92e-23         1.27         1.00
2415.2354         36.00      2.57e-08      1.39e-06    168294.1      6.92e-23         1.27         1.00
2415.3049         36.00      2.57e-08      1.39e-06    168309.2      6.92e-23         1.27         1.00
2415.3743         36.00      2.58e-08      1.39e-06    168324.2      6.92e-23         1.27         1.00
2415.4438         36.00      2.59e-08      1.39e-06    168339.3      6.92e-23         1.27         1.00
2415.5134         36.00      2.59e-08      1.39e-06    168354.4      6.92e-23         1.27         1.00
2415.5830         36.00      2.60e-08      1.39e-06    168369.5      6.92e-23         1.27         1.00
2415.6523         36.00      2.61e-08      1.39e-06    168384.6      6.91e-23         1.27         1.00
2415.7219         36.00      2.62e-08      1.39e-06    168399.7      6.91e-23         1.27         1.00
2415.7915         36.00      2.62e-08      1.39e-06    168414.8      6.91e-23         1.27         1.00
2415.8611         36.00      2.63e-08      1.39e-06    168429.9      6.91e-23         1.27         1.00
2415.9304         36.00      2.64e-08      1.39e-06    168444.9      6.91e-23         1.27         1.00
2416.0000         36.00      2.65e-08      1.39e-06    168460.0      6.91e-23         1.27         1.00
2416.0696         36.00      2.65e-08      1.39e-06    168475.2      6.91e-23         1.27         1.00
2416.1392         36.00      2.66e-08      1.39e-06    168490.3      6.91e-23         1.27         1.00
2416.2085         36.00      2.67e-08      1.39e-06    168505.5      6.91e-23         1.27         1.00
2416.2781         36.00      2.67e-08      1.39e-06    168520.6      6.91e-23         1.27         1.00
2416.3477         36.00      2.68e-08      1.39e-06    168535.8      6.91e-23         1.27         1.00
2416.4172         36.00      2.69e-08      1.39e-06    168551.0      6.91e-23         1.27         1.00
2416.4866         36.00      2.70e-08      1.39e-06    168566.1      6.91e-23         1.27         1.00
2416.5562         36.00      2.70e-08      1.39e-06    168581.2      6.91e-23         1.27         1.00
2416.6257         36.00      2.71e-08      1.39e-06    168596.4      6.91e-23         1.27         1.00
2416.6953         36.00      2.72e-08      1.39e-06    168611.6      6.91e-23         1.27         1.00
2416.7646         36.00      2.72e-08      1.39e-06    168626.7      6.91e-23         1.27         1.00
2416.8342         36.00      2.73e-08      1.39e-06    168641.9      6.91e-23         1.27         1.00
2416.9038         36.00      2.74e-08      1.39e-06    168657.0      6.91e-23         1.27         1.00
2416.9734         36.00      2.75e-08      1.39e-06    168672.2      6.91e-23         1.27         1.00
2417.0427         36.00      2.75e-08      1.39e-06    168687.3      6.91e-23         1.27         1.00
2417.1123         36.00      2.76e-08      1.39e-06    168702.5      6.91e-23         1.27         1.00
2417.1819         36.00      2.77e-08      1.39e-06    168717.7      6.90e-23         1.27         1.00
2417.2515         36.00      2.77e-08      1.39e-06    168732.8      6.90e-23         1.27         1.00
2417.3208         36.00      2.78e-08      1.39e-06    168747.9      6.90e-23         1.27         1.00
2417.3904         36.00      2.79e-08      1.39e-06    168763.1      6.90e-23         1.27         1.00
2417.4600         36.00      2.80e-08      1.39e-06    168778.3      6.90e-23         1.27         1.00
2417.5295         36.00      2.80e-08      1.39e-06    168793.4      6.90e-23         1.27         1.00
2417.5989         36.00      2.81e-08      1.39e-06    168808.6      6.90e-23         1.27         1.00
2417.6685         36.00      2.82e-08      1.39e-06    168823.7      6.90e-23         1.27         1.00
2417.7380         36.00      2.82e-08      1.39e-06    168838.9      6.90e-23         1.27         1.00
2417.8076         36.00      2.83e-08      1.39e-06    168854.1      6.90e-23         1.27         1.00
2417.8770         36.00      2.84e-08      1.39e-06    168869.2      6.90e-23         1.27         1.00
2417.9465         36.00      2.85e-08      1.39e-06    168884.3      6.90e-23         1.27         1.00
2418.0161         36.00      2.85e-08      1.39e-06    168899.5      6.90e-23         1.27         1.00
2418.0857         36.00      2.86e-08      1.39e-06    168914.7      6.90e-23         1.27         1.00
2418.1550         36.00      2.87e-08      1.39e-06    168929.8      6.90e-23         1.27         1.00
2418.2246         36.00      2.87e-08      1.39e-06    168945.0      6.90e-23         1.27         1.00
2418.2942         36.00      2.88e-08      1.39e-06    168960.1      6.90e-23         1.27         1.00
2418.3638         36.00      2.89e-08      1.39e-06    168975.3      6.90e-23         1.27         1.00
2418.4331         36.00      2.90e-08      1.39e-06    168990.4      6.90e-23         1.27         1.00
2418.5027         36.00      2.90e-08      1.39e-06    169005.6      6.90e-23         1.27         1.00
2418.5723         36.00      2.91e-08      1.39e-06    169020.8      6.90e-23         1.27         1.00
2418.6418         36.00      2.92e-08      1.39e-06    169035.9      6.89e-23         1.27         1.00
2418.7112         36.00      2.92e-08      1.39e-06    169051.0      6.89e-23         1.27         1.00
2418.7808         36.00      2.93e-08      1.39e-06    169066.2      6.89e-23         1.27         1.00
2418.8503         36.00      2.94e-08      1.39e-06    169081.4      6.89e-23         1.27         1.00
2418.9199         36.00      2.95e-08      1.39e-06    169096.5      6.89e-23         1.27         1.00
2418.9893         36.00      2.95e-08      1.39e-06    169111.7      6.89e-23         1.27         1.00
2419.0588         36.00      2.96e-08      1.39e-06    169126.8      6.89e-23         1.27         1.00
2419.1284         36.00      2.97e-08      1.39e-06    169142.0      6.89e-23         1.27         1.00
2419.1980         36.00      2.97e-08      1.39e-06    169157.2      6.89e-23         1.27         1.00
2419.2673         36.00      2.98e-08      1.39e-06    169172.3      6.89e-23         1.27         1.00
2419.3369         36.00      2.99e-08      1.39e-06    169187.5      6.89e-23         1.27         1.00
2419.4065         36.00      2.99e-08      1.39e-06    169202.6      6.89e-23         1.27         1.00
2419.4761         36.00      3.00e-08      1.39e-06    169217.8      6.89e-23         1.27         1.00
2419.5454         36.00      3.01e-08      1.39e-06    169232.9      6.89e-23         1.27         1.00
2419.6150         36.00      3.02e-08      1.39e-06    169248.1      6.89e-23         1.27         1.00
2419.6846         36.00      3.02e-08      1.39e-06    169263.2      6.89e-23         1.27         1.00
2419.7542         36.00      3.03e-08      1.39e-06    169278.4      6.89e-23         1.27         1.00
2419.8235         36.00      3.04e-08      1.39e-06    169293.5      6.89e-23         1.26         1.00
2419.8931         36.00      3.04e-08      1.39e-06    169308.7      6.89e-23         1.26         1.00
2419.9626         36.00      3.05e-08      1.39e-06    169323.9      6.89e-23         1.26         1.00
2420.0322         36.00      3.06e-08      1.39e-06    169339.7      6.89e-23         1.26         1.00
2420.1016         36.00      3.06e-08      1.39e-06    169356.2      6.88e-23         1.26         1.00
2420.1711         36.00      3.07e-08      1.39e-06    169372.7      6.88e-23         1.26         1.00
2420.2407         36.00      3.08e-08      1.39e-06    169389.3      6.88e-23         1.26         1.00
2420.3103         36.00      3.08e-08      1.39e-06    169405.9      6.88e-23         1.26         1.00
2420.3796         36.00      3.09e-08      1.39e-06    169422.4      6.88e-23         1.26         1.00
2420.4492         36.00      3.10e-08      1.39e-06    169438.9      6.88e-23         1.26         1.00
2420.5188         36.00      3.11e-08      1.39e-06    169455.5      6.88e-23         1.26         1.00
2420.5884         36.00      3.11e-08      1.39e-06    169472.0      6.88e-23         1.26         1.00
2420.6577         36.00      3.12e-08      1.39e-06    169488.5      6.88e-23         1.26         1.00
2420.7273         36.00      3.13e-08      1.39e-06    169505.1      6.88e-23         1.26         1.00
2420.7969         36.00      3.13e-08      1.39e-06    169521.7      6.88e-23         1.26         1.00
2420.8662         36.00      3.14e-08      1.39e-06    169538.2      6.88e-23         1.26         1.00
2420.9358         36.00      3.14e-08      1.39e-06    169554.7      6.88e-23         1.26         1.00
2421.0054         36.00      3.15e-08      1.39e-06    169571.3      6.88e-23         1.26         1.00
2421.0750         36.00      3.16e-08      1.39e-06    169587.8      6.88e-23         1.26         1.00
2421.1445         36.00      3.16e-08      1.39e-06    169604.4      6.88e-23         1.26         1.00
2421.2139         36.00      3.17e-08      1.39e-06    169620.9      6.88e-23         1.26         1.00
2421.2834         36.00      3.17e-08      1.39e-06    169637.5      6.88e-23         1.26         1.00
2421.3530         36.00      3.18e-08      1.39e-06    169654.0      6.87e-23         1.26         1.00
2421.4224         36.00      3.18e-08      1.39e-06    169670.5      6.87e-23         1.26         1.00
2421.4919         36.00      3.19e-08      1.39e-06    169687.1      6.87e-23         1.26         1.00
2421.5615         36.00      3.20e-08      1.39e-06    169703.6      6.87e-23         1.26         1.00
2421.6311         36.00      3.20e-08      1.39e-06    169720.2      6.87e-23         1.26         1.00
2421.7007         36.00      3.21e-08      1.39e-06    169736.8      6.87e-23         1.26         1.00
2421.7700         36.00      3.21e-08      1.39e-06    169753.3      6.87e-23         1.26         1.00
2421.8396         36.00      3.22e-08      1.39e-06    169769.8      6.87e-23         1.26         1.00
2421.9092         36.00      3.22e-08      1.39e-06    169786.4      6.87e-23         1.26         1.00
2421.9785         36.00      3.23e-08      1.39e-06    169802.9      6.87e-23         1.26         1.00
2422.0481         36.00      3.24e-08      1.39e-06    169819.5      6.87e-23         1.26         1.00
2422.1177         36.00      3.24e-08      1.39e-06    169836.1      6.87e-23         1.26         1.00
2422.1873         36.00      3.25e-08      1.39e-06    169852.8      6.87e-23         1.26         1.00
2422.2568         36.00      3.25e-08      1.39e-06    169869.4      6.87e-23         1.26         1.00
2422.3262         36.00      3.26e-08      1.39e-06    169886.0      6.87e-23         1.26         1.00
2422.3958         36.00      3.26e-08      1.39e-06    169902.6      6.87e-23         1.26         1.00
2422.4653         36.00      3.27e-08      1.39e-06    169919.2      6.86e-23         1.26         1.00
2422.5347         36.00      3.27e-08      1.39e-06    169935.8      6.86e-23         1.26         1.00
2422.6042         36.00      3.28e-08      1.39e-06    169952.4      6.86e-23         1.26         1.00
2422.6738         36.00      3.28e-08      1.39e-06    169969.0      6.86e-23         1.26         1.00
2422.7434         36.00      3.28e-08      1.39e-06    169985.7      6.86e-23         1.26         1.00
2422.8130         36.00      3.29e-08      1.39e-06    170002.3      6.86e-23         1.26         1.00
2422.8823         36.00      3.29e-08      1.39e-06    170018.9      6.86e-23         1.26         1.00
2422.9519         36.00      3.29e-08      1.39e-06    170035.5      6.86e-23         1.26         1.00
2423.0215         36.00      3.30e-08      1.39e-06    170052.1      6.86e-23         1.26         1.00
2423.0908         36.00      3.30e-08      1.39e-06    170068.7      6.86e-23         1.26         1.00
2423.1604         36.00      3.31e-08      1.39e-06    170085.3      6.86e-23         1.26         1.00
2423.2300         36.00      3.31e-08      1.39e-06    170102.0      6.86e-23         1.26         1.00
2423.2996         36.00      3.31e-08      1.39e-06    170118.6      6.86e-23         1.26         1.00
2423.3691         36.00      3.32e-08      1.39e-06    170135.2      6.86e-23         1.26         1.00
2423.4385         36.00      3.32e-08      1.39e-06    170151.8      6.86e-23         1.26         1.00
2423.5081         36.00      3.33e-08      1.39e-06    170168.4      6.85e-23         1.26         1.00
2423.5776         36.00      3.33e-08      1.39e-06    170185.1      6.85e-23         1.26         1.00
2423.6470         36.00      3.33e-08      1.39e-06    170201.6      6.85e-23         1.26         1.00
2423.7166         36.00      3.34e-08      1.39e-06    170218.2      6.85e-23         1.26         1.00
2423.7861         36.00      3.34e-08      1.39e-06    170234.9      6.85e-23         1.26         1.00
2423.8557         36.00      3.34e-08      1.39e-06    170251.5      6.85e-23         1.26         1.00
2423.9253         36.00      3.35e-08      1.39e-06    170268.1      6.85e-23         1.26         1.00
2423.9946         36.00      3.35e-08      1.39e-06    170284.7      6.85e-23         1.26         1.00
2424.0642         36.00      3.35e-08      1.39e-06    170301.3      6.85e-23         1.26         1.00
2424.1338         36.00      3.36e-08      1.39e-06    170318.0      6.85e-23         1.26         1.00
2424.2031         36.00      3.36e-08      1.39e-06    170334.5      6.85e-23         1.26         1.00
2424.2727         36.00      3.36e-08      1.39e-06    170351.2      6.85e-23         1.26         1.00
2424.3423         36.00      3.36e-08      1.39e-06    170367.8      6.85e-23         1.26         1.00
2424.4119         36.00      3.36e-08      1.39e-06    170384.4      6.85e-23         1.26         1.00
2424.4814         36.00      3.36e-08      1.39e-06    170401.1      6.84e-23         1.26         1.00
2424.5508         36.00      3.37e-08      1.39e-06    170417.6      6.84e-23         1.26         1.00
2424.6204         36.00      3.37e-08      1.39e-06    170434.3      6.84e-23         1.26         1.00
2424.6899         36.00      3.37e-08      1.39e-06    170450.9      6.84e-23         1.26         1.00
2424.7593         36.00      3.37e-08      1.39e-06    170467.5      6.84e-23         1.26         1.00
2424.8289         36.00      3.37e-08      1.39e-06    170484.1      6.84e-23         1.26         1.00
2424.8984         36.00      3.38e-08      1.39e-06    170500.7      6.84e-23         1.26         1.00
2424.9680         36.00      3.38e-08      1.39e-06    170517.4      6.84e-23         1.26         1.00
2425.0376         36.00      3.38e-08      1.39e-06    170534.0      6.84e-23         1.26         1.00
2425.1069         36.00      3.38e-08      1.39e-06    170550.6      6.84e-23         1.26         1.00
2425.1765         36.00      3.38e-08      1.39e-06    170567.2      6.84e-23         1.26         1.00
2425.2461         36.00      3.38e-08      1.39e-06    170583.8      6.84e-23         1.26         1.00
2425.3154         36.00      3.39e-08      1.39e-06    170600.4      6.84e-23         1.26         1.00
2425.3850         36.00      3.39e-08      1.39e-06    170617.0      6.83e-23         1.26         1.00
2425.4546         36.00      3.39e-08      1.39e-06    170633.6      6.83e-23         1.26         1.00
2425.5242         36.00      3.39e-08      1.39e-06    170650.3      6.83e-23         1.26         1.00
2425.5938         36.00      3.39e-08      1.39e-06    170666.9      6.83e-23         1.26         1.00
2425.6631         36.00      3.39e-08      1.39e-06    170683.5      6.83e-23         1.26         1.00
2425.7327         36.00      3.39e-08      1.39e-06    170700.1      6.83e-23         1.26         1.00
2425.8022         36.00      3.39e-08      1.39e-06    170716.7      6.83e-23         1.26         1.00
2425.8716         36.00      3.39e-08      1.39e-06    170733.3      6.83e-23         1.26         1.00
2425.9412         36.00      3.39e-08      1.39e-06    170749.9      6.83e-23         1.26         1.00
2426.0107         36.00      3.39e-08      1.39e-06    170766.6      6.83e-23         1.26         1.00
2426.0803         36.00      3.39e-08      1.39e-06    170783.3      6.83e-23         1.26         1.00
2426.1499         36.00      3.39e-08      1.39e-06    170800.0      6.83e-23         1.26         1.00
2426.2192         36.00      3.39e-08      1.39e-06    170816.6      6.82e-23         1.26         1.00
2426.2888         36.00      3.39e-08      1.39e-06    170833.3      6.82e-23         1.26         1.00
2426.3584         36.00      3.39e-08      1.39e-06    170850.0      6.82e-23         1.26         1.00
2426.4277         36.00      3.39e-08      1.39e-06    170866.7      6.82e-23         1.26         1.00
2426.4973         36.00      3.39e-08      1.39e-06    170883.4      6.82e-23         1.26         1.00
