Wavelength    Read Noise      Sky           Dark          A_Eff        BEF           Disp_Width    XDisp_Width
(Angstroms) (Cnt/Exposure) (Cnt/s/res)   (Cnt/s/res)      (cm^2)  (Erg/cm^2/s/res)   (N_resels)     (N_resels)
3108.4065         36.00      3.23e-07      1.39e-06    194456.4      5.63e-23         1.00         1.08
3108.4761         36.00      3.23e-07      1.39e-06    194445.3      5.63e-23         1.00         1.08
3108.5454         36.00      3.24e-07      1.39e-06    194434.3      5.63e-23         1.00         1.08
3108.6152         36.00      3.25e-07      1.39e-06    194423.2      5.64e-23         1.00         1.08
3108.6846         36.00      3.25e-07      1.39e-06    194412.2      5.64e-23         1.00         1.08
3108.7542         36.00      3.26e-07      1.39e-06    194401.1      5.64e-23         1.00         1.08
3108.8237         36.00      3.26e-07      1.39e-06    194390.0      5.64e-23         1.00         1.08
3108.8931         36.00      3.27e-07      1.39e-06    194379.0      5.64e-23         1.00         1.08
3108.9626         36.00      3.27e-07      1.39e-06    194367.9      5.65e-23         1.00         1.08
3109.0322         36.00      3.28e-07      1.39e-06    194358.4      5.65e-23         1.00         1.08
3109.1016         36.00      3.29e-07      1.39e-06    194350.7      5.65e-23         1.00         1.08
3109.1714         36.00      3.29e-07      1.39e-06    194343.0      5.65e-23         1.00         1.08
3109.2407         36.00      3.30e-07      1.39e-06    194335.3      5.65e-23         1.00         1.08
3109.3103         36.00      3.30e-07      1.39e-06    194327.6      5.66e-23         1.00         1.08
3109.3799         36.00      3.31e-07      1.39e-06    194319.8      5.66e-23         1.00         1.08
3109.4492         36.00      3.31e-07      1.39e-06    194312.1      5.66e-23         1.00         1.08
3109.5188         36.00      3.32e-07      1.39e-06    194304.4      5.66e-23         1.00         1.08
3109.5884         36.00      3.33e-07      1.39e-06    194296.7      5.66e-23         1.00         1.08
3109.6577         36.00      3.33e-07      1.39e-06    194289.0      5.67e-23         1.00         1.08
3109.7275         36.00      3.34e-07      1.39e-06    194281.2      5.67e-23         1.00         1.08
3109.7969         36.00      3.34e-07      1.39e-06    194273.5      5.67e-23         1.00         1.08
3109.8665         36.00      3.35e-07      1.39e-06    194265.8      5.67e-23         1.00         1.08
3109.9360         36.00      3.35e-07      1.39e-06    194258.1      5.67e-23         1.00         1.08
3110.0054         36.00      3.36e-07      1.39e-06    194252.0      5.68e-23         1.00         1.08
3110.0750         36.00      3.37e-07      1.39e-06    194265.7      5.68e-23         1.00         1.08
3110.1445         36.00      3.37e-07      1.39e-06    194279.3      5.68e-23         1.00         1.08
3110.2139         36.00      3.38e-07      1.39e-06    194292.9      5.68e-23         1.00         1.08
3110.2837         36.00      3.38e-07      1.39e-06    194306.6      5.68e-23         1.00         1.08
3110.3530         36.00      3.39e-07      1.39e-06    194320.2      5.68e-23         1.00         1.08
3110.4226         36.00      3.40e-07      1.39e-06    194333.8      5.68e-23         1.00         1.08
3110.4922         36.00      3.40e-07      1.39e-06    194347.5      5.69e-23         1.00         1.08
3110.5615         36.00      3.41e-07      1.39e-06    194361.1      5.69e-23         1.00         1.08
3110.6311         36.00      3.41e-07      1.39e-06    194374.7      5.69e-23         1.00         1.08
3110.7007         36.00      3.42e-07      1.39e-06    194388.3      5.69e-23         1.00         1.08
3110.7700         36.00      3.42e-07      1.39e-06    194401.9      5.69e-23         1.00         1.08
3110.8398         36.00      3.43e-07      1.39e-06    194415.6      5.69e-23         1.00         1.08
3110.9092         36.00      3.43e-07      1.39e-06    194429.2      5.69e-23         1.00         1.08
3110.9788         36.00      3.43e-07      1.39e-06    194442.8      5.69e-23         1.00         1.08
3111.0483         36.00      3.44e-07      1.39e-06    194455.1      5.69e-23         1.00         1.08
3111.1177         36.00      3.44e-07      1.39e-06    194466.7      5.69e-23         1.00         1.08
3111.1873         36.00      3.45e-07      1.39e-06    194478.3      5.70e-23         1.00         1.08
3111.2568         36.00      3.45e-07      1.39e-06    194489.9      5.70e-23         1.00         1.08
3111.3262         36.00      3.45e-07      1.39e-06    194501.5      5.70e-23         1.00         1.08
3111.3960         36.00      3.46e-07      1.39e-06    194513.1      5.70e-23         1.00         1.08
3111.4653         36.00      3.46e-07      1.39e-06    194524.7      5.70e-23         1.00         1.08
3111.5349         36.00      3.47e-07      1.39e-06    194536.3      5.70e-23         1.00         1.08
3111.6045         36.00      3.47e-07      1.39e-06    194548.0      5.70e-23         1.00         1.08
3111.6738         36.00      3.48e-07      1.39e-06    194559.5      5.70e-23         1.00         1.08
3111.7434         36.00      3.48e-07      1.39e-06    194571.2      5.70e-23         1.00         1.08
3111.8130         36.00      3.48e-07      1.39e-06    194582.8      5.70e-23         1.00         1.08
3111.8823         36.00      3.49e-07      1.39e-06    194594.3      5.70e-23         1.00         1.08
3111.9521         36.00      3.49e-07      1.39e-06    194606.0      5.71e-23         1.00         1.08
3112.0215         36.00      3.50e-07      1.39e-06    194613.8      5.71e-23         1.00         1.08
3112.0911         36.00      3.50e-07      1.39e-06    194613.1      5.71e-23         1.00         1.08
3112.1606         36.00      3.50e-07      1.39e-06    194612.4      5.71e-23         1.00         1.08
3112.2300         36.00      3.51e-07      1.39e-06    194611.7      5.71e-23         1.00         1.08
3112.2996         36.00      3.51e-07      1.39e-06    194611.0      5.71e-23         1.00         1.08
3112.3691         36.00      3.52e-07      1.39e-06    194610.3      5.71e-23         1.00         1.08
3112.4385         36.00      3.52e-07      1.39e-06    194609.6      5.71e-23         1.00         1.08
3112.5081         36.00      3.52e-07      1.39e-06    194608.9      5.71e-23         1.00         1.08
3112.5776         36.00      3.53e-07      1.39e-06    194608.2      5.72e-23         1.00         1.08
3112.6470         36.00      3.53e-07      1.39e-06    194607.5      5.72e-23         1.00         1.08
3112.7168         36.00      3.54e-07      1.39e-06    194606.8      5.72e-23         1.00         1.08
3112.7861         36.00      3.54e-07      1.39e-06    194606.1      5.72e-23         1.00         1.08
3112.8557         36.00      3.54e-07      1.39e-06    194605.4      5.72e-23         1.00         1.08
3112.9253         36.00      3.55e-07      1.39e-06    194604.8      5.72e-23         1.00         1.08
3112.9946         36.00      3.55e-07      1.39e-06    194604.0      5.72e-23         1.00         1.08
3113.0642         36.00      3.56e-07      1.39e-06    194606.5      5.72e-23         1.00         1.08
3113.1338         36.00      3.56e-07      1.39e-06    194609.2      5.73e-23         1.00         1.08
3113.2031         36.00      3.56e-07      1.39e-06    194611.9      5.73e-23         1.00         1.08
3113.2729         36.00      3.57e-07      1.39e-06    194614.6      5.73e-23         1.00         1.08
3113.3423         36.00      3.57e-07      1.39e-06    194617.3      5.73e-23         1.00         1.08
3113.4119         36.00      3.57e-07      1.39e-06    194620.1      5.73e-23         1.00         1.08
3113.4814         36.00      3.57e-07      1.39e-06    194622.8      5.73e-23         1.00         1.08
3113.5508         36.00      3.58e-07      1.39e-06    194625.5      5.73e-23         1.00         1.08
3113.6204         36.00      3.58e-07      1.39e-06    194628.2      5.73e-23         1.00         1.08
3113.6899         36.00      3.58e-07      1.39e-06    194630.9      5.73e-23         1.00         1.08
3113.7593         36.00      3.58e-07      1.39e-06    194633.6      5.73e-23         1.00         1.08
3113.8291         36.00      3.58e-07      1.39e-06    194636.3      5.73e-23         1.00         1.08
3113.8984         36.00      3.58e-07      1.39e-06    194639.0      5.73e-23         1.00         1.08
3113.9680         36.00      3.59e-07      1.39e-06    194641.8      5.73e-23         1.00         1.08
3114.0376         36.00      3.59e-07      1.39e-06    194641.9      5.73e-23         1.00         1.08
3114.1069         36.00      3.59e-07      1.39e-06    194639.8      5.73e-23         1.00         1.08
3114.1765         36.00      3.59e-07      1.39e-06    194637.7      5.73e-23         1.00         1.08
3114.2461         36.00      3.59e-07      1.39e-06    194635.6      5.73e-23         1.00         1.08
3114.3154         36.00      3.59e-07      1.39e-06    194633.5      5.73e-23         1.00         1.08
3114.3853         36.00      3.60e-07      1.39e-06    194631.4      5.73e-23         1.00         1.08
3114.4546         36.00      3.60e-07      1.39e-06    194629.4      5.73e-23         1.00         1.08
3114.5242         36.00      3.60e-07      1.39e-06    194627.3      5.73e-23         1.00         1.08
3114.5938         36.00      3.60e-07      1.39e-06    194625.2      5.74e-23         1.00         1.08
3114.6631         36.00      3.60e-07      1.39e-06    194623.1      5.74e-23         1.00         1.08
3114.7327         36.00      3.60e-07      1.39e-06    194621.0      5.74e-23         1.00         1.08
3114.8022         36.00      3.60e-07      1.39e-06    194618.9      5.74e-23         1.00         1.08
3114.8716         36.00      3.61e-07      1.39e-06    194616.9      5.74e-23         1.00         1.08
3114.9414         36.00      3.61e-07      1.39e-06    194614.8      5.74e-23         1.00         1.08
3115.0107         36.00      3.61e-07      1.39e-06    194612.0      5.74e-23         1.00         1.08
3115.0803         36.00      3.61e-07      1.39e-06    194605.8      5.74e-23         1.00         1.08
3115.1499         36.00      3.61e-07      1.39e-06    194599.5      5.74e-23         1.00         1.08
3115.2192         36.00      3.61e-07      1.39e-06    194593.3      5.74e-23         1.00         1.08
3115.2888         36.00      3.62e-07      1.39e-06    194587.0      5.74e-23         1.00         1.08
3115.3584         36.00      3.62e-07      1.39e-06    194580.8      5.74e-23         1.00         1.08
3115.4277         36.00      3.62e-07      1.39e-06    194574.5      5.74e-23         1.00         1.08
3115.4976         36.00      3.62e-07      1.39e-06    194568.2      5.74e-23         1.00         1.08
3115.5669         36.00      3.62e-07      1.39e-06    194562.0      5.74e-23         1.00         1.08
3115.6365         36.00      3.62e-07      1.39e-06    194555.7      5.74e-23         1.00         1.08
3115.7061         36.00      3.62e-07      1.39e-06    194549.5      5.74e-23         1.00         1.08
3115.7754         36.00      3.63e-07      1.39e-06    194543.2      5.74e-23         1.00         1.08
3115.8450         36.00      3.63e-07      1.39e-06    194537.0      5.74e-23         1.00         1.08
3115.9146         36.00      3.63e-07      1.39e-06    194530.7      5.74e-23         1.00         1.08
3115.9839         36.00      3.63e-07      1.39e-06    194524.5      5.75e-23         1.00         1.08
3116.0537         36.00      3.63e-07      1.39e-06    194528.2      5.75e-23         1.00         1.08
3116.1230         36.00      3.63e-07      1.39e-06    194534.9      5.74e-23         1.00         1.08
3116.1926         36.00      3.63e-07      1.39e-06    194541.7      5.74e-23         1.00         1.08
3116.2622         36.00      3.63e-07      1.39e-06    194548.4      5.74e-23         1.00         1.08
3116.3315         36.00      3.63e-07      1.39e-06    194555.2      5.74e-23         1.00         1.08
3116.4011         36.00      3.63e-07      1.39e-06    194561.9      5.74e-23         1.00         1.08
3116.4707         36.00      3.63e-07      1.39e-06    194568.7      5.74e-23         1.00         1.08
3116.5400         36.00      3.63e-07      1.39e-06    194575.4      5.74e-23         1.00         1.08
3116.6099         36.00      3.63e-07      1.39e-06    194582.2      5.74e-23         1.00         1.08
3116.6792         36.00      3.63e-07      1.39e-06    194588.9      5.74e-23         1.00         1.08
3116.7488         36.00      3.62e-07      1.39e-06    194595.6      5.74e-23         1.00         1.08
3116.8184         36.00      3.62e-07      1.39e-06    194602.4      5.74e-23         1.00         1.08
3116.8877         36.00      3.62e-07      1.39e-06    194609.1      5.74e-23         1.00         1.08
3116.9573         36.00      3.62e-07      1.39e-06    194615.9      5.74e-23         1.00         1.08
3117.0269         36.00      3.62e-07      1.39e-06    194624.8      5.74e-23         1.00         1.08
3117.0962         36.00      3.62e-07      1.39e-06    194637.0      5.74e-23         1.00         1.08
3117.1660         36.00      3.62e-07      1.39e-06    194649.4      5.74e-23         1.00         1.08
3117.2354         36.00      3.62e-07      1.39e-06    194661.7      5.74e-23         1.00         1.08
3117.3049         36.00      3.62e-07      1.39e-06    194674.0      5.74e-23         1.00         1.08
3117.3745         36.00      3.62e-07      1.39e-06    194686.3      5.73e-23         1.00         1.08
3117.4438         36.00      3.62e-07      1.39e-06    194698.6      5.73e-23         1.00         1.08
3117.5134         36.00      3.62e-07      1.39e-06    194710.9      5.73e-23         1.00         1.08
3117.5830         36.00      3.62e-07      1.39e-06    194723.2      5.73e-23         1.00         1.08
3117.6523         36.00      3.62e-07      1.39e-06    194735.5      5.73e-23         1.00         1.08
3117.7222         36.00      3.62e-07      1.39e-06    194747.8      5.73e-23         1.00         1.08
3117.7915         36.00      3.62e-07      1.39e-06    194760.1      5.73e-23         1.00         1.08
3117.8611         36.00      3.62e-07      1.39e-06    194772.4      5.73e-23         1.00         1.08
3117.9307         36.00      3.62e-07      1.39e-06    194784.7      5.73e-23         1.00         1.08
3118.0000         36.00      3.62e-07      1.39e-06    194797.0      5.73e-23         1.00         1.08
3118.0696         36.00      3.62e-07      1.39e-06    194784.3      5.73e-23         1.00         1.08
3118.1392         36.00      3.61e-07      1.39e-06    194771.5      5.73e-23         1.00         1.08
3118.2085         36.00      3.61e-07      1.39e-06    194758.8      5.73e-23         1.00         1.08
3118.2783         36.00      3.61e-07      1.39e-06    194746.1      5.73e-23         1.00         1.08
3118.3477         36.00      3.61e-07      1.39e-06    194733.4      5.73e-23         1.00         1.08
3118.4172         36.00      3.61e-07      1.39e-06    194720.6      5.73e-23         1.00         1.08
3118.4868         36.00      3.61e-07      1.39e-06    194707.9      5.73e-23         1.00         1.08
3118.5562         36.00      3.61e-07      1.39e-06    194695.2      5.73e-23         1.00         1.08
3118.6257         36.00      3.61e-07      1.39e-06    194682.5      5.73e-23         1.00         1.08
3118.6953         36.00      3.61e-07      1.39e-06    194669.8      5.73e-23         1.00         1.08
3118.7646         36.00      3.61e-07      1.39e-06    194657.1      5.73e-23         1.00         1.08
3118.8345         36.00      3.60e-07      1.39e-06    194644.3      5.73e-23         1.00         1.08
3118.9038         36.00      3.60e-07      1.39e-06    194631.6      5.73e-23         1.00         1.08
3118.9734         36.00      3.60e-07      1.39e-06    194618.9      5.73e-23         1.00         1.08
3119.0430         36.00      3.60e-07      1.39e-06    194606.7      5.73e-23         1.00         1.08
3119.1123         36.00      3.60e-07      1.39e-06    194594.9      5.73e-23         1.00         1.08
3119.1819         36.00      3.59e-07      1.39e-06    194583.1      5.73e-23         1.00         1.08
3119.2515         36.00      3.59e-07      1.39e-06    194571.2      5.73e-23         1.00         1.08
3119.3208         36.00      3.59e-07      1.39e-06    194559.5      5.72e-23         1.00         1.08
3119.3906         36.00      3.59e-07      1.39e-06    194547.6      5.72e-23         1.00         1.08
3119.4600         36.00      3.59e-07      1.39e-06    194535.8      5.72e-23         1.00         1.08
3119.5295         36.00      3.58e-07      1.39e-06    194524.0      5.72e-23         1.00         1.08
3119.5991         36.00      3.58e-07      1.39e-06    194512.2      5.72e-23         1.00         1.08
3119.6685         36.00      3.58e-07      1.39e-06    194500.4      5.72e-23         1.00         1.08
3119.7380         36.00      3.58e-07      1.39e-06    194488.5      5.72e-23         1.00         1.08
3119.8076         36.00      3.58e-07      1.39e-06    194476.7      5.72e-23         1.00         1.08
3119.8770         36.00      3.57e-07      1.39e-06    194464.9      5.72e-23         1.00         1.08
3119.9468         36.00      3.57e-07      1.39e-06    194453.0      5.72e-23         1.00         1.08
3120.0161         36.00      3.57e-07      1.39e-06    194448.1      5.72e-23         1.00         1.08
3120.0857         36.00      3.57e-07      1.39e-06    194465.7      5.72e-23         1.00         1.08
3120.1553         36.00      3.57e-07      1.39e-06    194483.3      5.72e-23         1.00         1.08
3120.2246         36.00      3.57e-07      1.39e-06    194500.8      5.72e-23         1.00         1.08
3120.2942         36.00      3.56e-07      1.39e-06    194518.4      5.72e-23         1.00         1.08
3120.3638         36.00      3.56e-07      1.39e-06    194536.0      5.71e-23         1.00         1.08
3120.4331         36.00      3.56e-07      1.39e-06    194553.6      5.71e-23         1.00         1.08
3120.5029         36.00      3.56e-07      1.39e-06    194571.2      5.71e-23         1.00         1.08
3120.5723         36.00      3.56e-07      1.39e-06    194588.8      5.71e-23         1.00         1.08
3120.6418         36.00      3.56e-07      1.39e-06    194606.4      5.71e-23         1.00         1.08
3120.7114         36.00      3.55e-07      1.39e-06    194624.0      5.71e-23         1.00         1.08
3120.7808         36.00      3.55e-07      1.39e-06    194641.5      5.71e-23         1.00         1.08
3120.8503         36.00      3.55e-07      1.39e-06    194659.1      5.71e-23         1.00         1.08
3120.9199         36.00      3.55e-07      1.39e-06    194676.7      5.71e-23         1.00         1.08
3120.9893         36.00      3.55e-07      1.39e-06    194694.3      5.70e-23         1.00         1.08
3121.0591         36.00      3.55e-07      1.39e-06    194710.0      5.70e-23         1.00         1.08
3121.1284         36.00      3.55e-07      1.39e-06    194725.2      5.70e-23         1.00         1.08
3121.1980         36.00      3.54e-07      1.39e-06    194740.6      5.70e-23         1.00         1.08
3121.2676         36.00      3.54e-07      1.39e-06    194755.9      5.70e-23         1.00         1.08
3121.3369         36.00      3.54e-07      1.39e-06    194771.1      5.70e-23         1.00         1.08
3121.4065         36.00      3.54e-07      1.39e-06    194786.4      5.70e-23         1.00         1.08
3121.4761         36.00      3.54e-07      1.39e-06    194801.7      5.70e-23         1.00         1.08
3121.5454         36.00      3.54e-07      1.39e-06    194817.0      5.70e-23         1.00         1.08
3121.6152         36.00      3.54e-07      1.39e-06    194832.3      5.70e-23         1.00         1.08
3121.6846         36.00      3.54e-07      1.39e-06    194847.6      5.69e-23         1.00         1.08
3121.7542         36.00      3.53e-07      1.39e-06    194862.9      5.69e-23         1.00         1.08
3121.8237         36.00      3.53e-07      1.39e-06    194878.2      5.69e-23         1.00         1.08
3121.8931         36.00      3.53e-07      1.39e-06    194893.5      5.69e-23         1.00         1.08
3121.9626         36.00      3.53e-07      1.39e-06    194908.8      5.69e-23         1.00         1.08
3122.0322         36.00      3.53e-07      1.39e-06    194914.8      5.69e-23         1.00         1.08
3122.1016         36.00      3.53e-07      1.39e-06    194909.9      5.69e-23         1.00         1.08
3122.1714         36.00      3.53e-07      1.39e-06    194905.0      5.69e-23         1.00         1.08
3122.2407         36.00      3.52e-07      1.39e-06    194900.2      5.69e-23         1.00         1.08
3122.3103         36.00      3.52e-07      1.39e-06    194895.3      5.69e-23         1.00         1.08
3122.3799         36.00      3.52e-07      1.39e-06    194890.4      5.69e-23         1.00         1.08
3122.4492         36.00      3.52e-07      1.39e-06    194885.6      5.69e-23         1.00         1.08
3122.5188         36.00      3.52e-07      1.39e-06    194880.7      5.69e-23         1.00         1.08
3122.5884         36.00      3.52e-07      1.39e-06    194875.8      5.69e-23         1.00         1.08
3122.6577         36.00      3.52e-07      1.39e-06    194871.0      5.69e-23         1.00         1.08
3122.7275         36.00      3.51e-07      1.39e-06    194866.1      5.68e-23         1.00         1.08
3122.7969         36.00      3.51e-07      1.39e-06    194861.2      5.68e-23         1.00         1.08
3122.8665         36.00      3.51e-07      1.39e-06    194856.3      5.68e-23         1.00         1.08
3122.9360         36.00      3.51e-07      1.39e-06    194851.5      5.68e-23         1.00         1.08
3123.0054         36.00      3.51e-07      1.39e-06    194846.7      5.68e-23         1.00         1.08
3123.0750         36.00      3.51e-07      1.39e-06    194842.7      5.68e-23         1.00         1.08
3123.1445         36.00      3.50e-07      1.39e-06    194838.6      5.68e-23         1.00         1.08
3123.2139         36.00      3.50e-07      1.39e-06    194834.6      5.68e-23         1.00         1.08
3123.2837         36.00      3.50e-07      1.39e-06    194830.5      5.68e-23         1.00         1.08
3123.3530         36.00      3.50e-07      1.39e-06    194826.5      5.68e-23         1.00         1.08
3123.4226         36.00      3.50e-07      1.39e-06    194822.5      5.68e-23         1.00         1.08
3123.4922         36.00      3.50e-07      1.39e-06    194818.5      5.68e-23         1.00         1.08
3123.5615         36.00      3.50e-07      1.39e-06    194814.4      5.68e-23         1.00         1.08
3123.6311         36.00      3.49e-07      1.39e-06    194810.4      5.68e-23         1.00         1.08
3123.7007         36.00      3.49e-07      1.39e-06    194806.4      5.68e-23         1.00         1.08
3123.7700         36.00      3.49e-07      1.39e-06    194802.3      5.68e-23         1.00         1.08
3123.8398         36.00      3.49e-07      1.39e-06    194798.3      5.68e-23         1.00         1.08
3123.9092         36.00      3.49e-07      1.39e-06    194794.3      5.68e-23         1.00         1.08
3123.9788         36.00      3.49e-07      1.39e-06    194790.2      5.68e-23         1.00         1.08
3124.0483         36.00      3.49e-07      1.39e-06    194793.7      5.68e-23         1.00         1.08
3124.1177         36.00      3.48e-07      1.39e-06    194800.5      5.67e-23         1.00         1.08
3124.1873         36.00      3.48e-07      1.39e-06    194807.3      5.67e-23         1.00         1.08
3124.2568         36.00      3.48e-07      1.39e-06    194814.2      5.67e-23         1.00         1.08
3124.3262         36.00      3.48e-07      1.39e-06    194821.0      5.67e-23         1.00         1.08
3124.3960         36.00      3.48e-07      1.39e-06    194827.8      5.67e-23         1.00         1.08
3124.4653         36.00      3.48e-07      1.39e-06    194834.6      5.67e-23         1.00         1.08
3124.5349         36.00      3.48e-07      1.39e-06    194841.4      5.67e-23         1.00         1.08
3124.6045         36.00      3.48e-07      1.39e-06    194848.2      5.67e-23         1.00         1.08
3124.6738         36.00      3.48e-07      1.39e-06    194855.0      5.67e-23         1.00         1.08
3124.7434         36.00      3.48e-07      1.39e-06    194861.9      5.67e-23         1.00         1.08
3124.8130         36.00      3.48e-07      1.39e-06    194868.7      5.67e-23         1.00         1.08
3124.8823         36.00      3.48e-07      1.39e-06    194875.5      5.67e-23         1.00         1.08
3124.9521         36.00      3.48e-07      1.39e-06    194882.3      5.67e-23         1.00         1.08
3125.0215         36.00      3.48e-07      1.39e-06    194887.7      5.67e-23         1.00         1.08
3125.0911         36.00      3.48e-07      1.39e-06    194890.0      5.67e-23         1.00         1.08
3125.1606         36.00      3.48e-07      1.39e-06    194892.3      5.67e-23         1.00         1.08
3125.2300         36.00      3.48e-07      1.39e-06    194894.6      5.67e-23         1.00         1.08
3125.2996         36.00      3.48e-07      1.39e-06    194896.9      5.67e-23         1.00         1.08
3125.3691         36.00      3.48e-07      1.39e-06    194899.2      5.67e-23         1.00         1.08
3125.4385         36.00      3.48e-07      1.39e-06    194901.5      5.67e-23         1.00         1.08
3125.5083         36.00      3.48e-07      1.39e-06    194903.8      5.67e-23         1.00         1.08
3125.5776         36.00      3.48e-07      1.39e-06    194906.1      5.67e-23         1.00         1.08
3125.6472         36.00      3.48e-07      1.39e-06    194908.4      5.67e-23         1.00         1.08
3125.7168         36.00      3.48e-07      1.39e-06    194910.7      5.67e-23         1.00         1.08
3125.7861         36.00      3.47e-07      1.39e-06    194912.9      5.67e-23         1.00         1.08
3125.8557         36.00      3.47e-07      1.39e-06    194915.2      5.66e-23         1.00         1.08
3125.9253         36.00      3.47e-07      1.39e-06    194917.5      5.66e-23         1.00         1.08
3125.9946         36.00      3.47e-07      1.39e-06    194919.8      5.66e-23         1.00         1.08
3126.0642         36.00      3.47e-07      1.39e-06    194920.1      5.66e-23         1.00         1.08
3126.1338         36.00      3.47e-07      1.39e-06    194920.3      5.66e-23         1.00         1.08
3126.2031         36.00      3.47e-07      1.39e-06    194920.4      5.66e-23         1.00         1.08
3126.2729         36.00      3.47e-07      1.39e-06    194920.5      5.66e-23         1.00         1.08
3126.3423         36.00      3.47e-07      1.39e-06    194920.7      5.66e-23         1.00         1.08
3126.4119         36.00      3.47e-07      1.39e-06    194920.8      5.66e-23         1.00         1.08
3126.4814         36.00      3.47e-07      1.39e-06    194921.0      5.66e-23         1.00         1.08
3126.5508         36.00      3.47e-07      1.39e-06    194921.1      5.66e-23         1.00         1.08
3126.6204         36.00      3.47e-07      1.39e-06    194921.2      5.66e-23         1.00         1.08
3126.6899         36.00      3.47e-07      1.39e-06    194921.4      5.66e-23         1.00         1.08
3126.7593         36.00      3.47e-07      1.39e-06    194921.5      5.66e-23         1.00         1.08
3126.8291         36.00      3.47e-07      1.39e-06    194921.7      5.66e-23         1.00         1.08
3126.8984         36.00      3.47e-07      1.39e-06    194921.8      5.66e-23         1.00         1.08
3126.9680         36.00      3.47e-07      1.39e-06    194921.9      5.66e-23         1.00         1.08
3127.0376         36.00      3.47e-07      1.39e-06    194925.1      5.66e-23         1.00         1.08
3127.1069         36.00      3.47e-07      1.39e-06    194930.9      5.66e-23         1.00         1.08
3127.1765         36.00      3.47e-07      1.39e-06    194936.7      5.66e-23         1.00         1.08
3127.2461         36.00      3.47e-07      1.39e-06    194942.4      5.66e-23         1.00         1.08
3127.3154         36.00      3.47e-07      1.39e-06    194948.2      5.66e-23         1.00         1.08
3127.3853         36.00      3.47e-07      1.39e-06    194954.0      5.66e-23         1.00         1.08
3127.4546         36.00      3.47e-07      1.39e-06    194959.7      5.66e-23         1.00         1.08
3127.5242         36.00      3.47e-07      1.39e-06    194965.5      5.66e-23         1.00         1.08
3127.5938         36.00      3.47e-07      1.39e-06    194971.3      5.66e-23         1.00         1.08
3127.6631         36.00      3.47e-07      1.39e-06    194977.0      5.66e-23         1.00         1.08
3127.7327         36.00      3.47e-07      1.39e-06    194982.8      5.66e-23         1.00         1.08
3127.8022         36.00      3.48e-07      1.39e-06    194988.6      5.66e-23         1.00         1.08
3127.8716         36.00      3.48e-07      1.39e-06    194994.3      5.66e-23         1.00         1.08
3127.9414         36.00      3.48e-07      1.39e-06    195000.1      5.66e-23         1.00         1.08
3128.0107         36.00      3.48e-07      1.39e-06    195003.6      5.66e-23         1.00         1.08
3128.0803         36.00      3.48e-07      1.39e-06    194994.6      5.66e-23         1.00         1.08
3128.1499         36.00      3.48e-07      1.39e-06    194985.5      5.66e-23         1.00         1.08
3128.2192         36.00      3.48e-07      1.39e-06    194976.5      5.66e-23         1.00         1.08
3128.2888         36.00      3.48e-07      1.39e-06    194967.5      5.66e-23         1.00         1.07
3128.3584         36.00      3.48e-07      1.39e-06    194958.4      5.66e-23         1.00         1.07
3128.4277         36.00      3.48e-07      1.39e-06    194949.4      5.66e-23         1.00         1.07
3128.4976         36.00      3.48e-07      1.39e-06    194940.3      5.66e-23         1.00         1.07
3128.5669         36.00      3.48e-07      1.39e-06    194931.3      5.66e-23         1.00         1.07
3128.6365         36.00      3.48e-07      1.39e-06    194922.3      5.66e-23         1.00         1.07
3128.7061         36.00      3.48e-07      1.39e-06    194913.2      5.66e-23         1.00         1.07
3128.7754         36.00      3.48e-07      1.39e-06    194904.2      5.66e-23         1.00         1.07
3128.8450         36.00      3.48e-07      1.39e-06    194895.2      5.66e-23         1.00         1.07
3128.9146         36.00      3.48e-07      1.39e-06    194886.1      5.66e-23         1.00         1.07
3128.9839         36.00      3.48e-07      1.39e-06    194877.1      5.66e-23         1.00         1.07
3129.0537         36.00      3.48e-07      1.39e-06    194864.7      5.66e-23         1.00         1.07
3129.1230         36.00      3.48e-07      1.39e-06    194851.5      5.66e-23         1.00         1.07
3129.1926         36.00      3.48e-07      1.39e-06    194838.2      5.66e-23         1.00         1.07
3129.2622         36.00      3.48e-07      1.39e-06    194824.9      5.66e-23         1.00         1.07
3129.3315         36.00      3.48e-07      1.39e-06    194811.7      5.66e-23         1.00         1.07
3129.4011         36.00      3.48e-07      1.39e-06    194798.4      5.66e-23         1.00         1.07
3129.4707         36.00      3.48e-07      1.39e-06    194785.1      5.66e-23         1.00         1.07
3129.5400         36.00      3.48e-07      1.39e-06    194771.9      5.66e-23         1.00         1.07
3129.6099         36.00      3.48e-07      1.39e-06    194758.5      5.67e-23         1.00         1.07
3129.6792         36.00      3.48e-07      1.39e-06    194745.3      5.67e-23         1.00         1.07
3129.7488         36.00      3.48e-07      1.39e-06    194732.0      5.67e-23         1.00         1.07
3129.8184         36.00      3.48e-07      1.39e-06    194718.7      5.67e-23         1.00         1.07
3129.8877         36.00      3.48e-07      1.39e-06    194705.5      5.67e-23         1.00         1.07
3129.9573         36.00      3.48e-07      1.39e-06    194692.2      5.67e-23         1.00         1.07
3130.0269         36.00      3.48e-07      1.39e-06    194687.0      5.67e-23         1.00         1.07
3130.0962         36.00      3.49e-07      1.39e-06    194694.8      5.67e-23         1.00         1.07
3130.1660         36.00      3.49e-07      1.39e-06    194702.6      5.67e-23         1.00         1.07
3130.2354         36.00      3.49e-07      1.39e-06    194710.4      5.67e-23         1.00         1.07
